gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,unique_id
F,London Region,A Level or Equivalent,50-60%,35-55,1,60,N,Pass,BBB_2013B_445889
F,South Region,Lower Than A Level,,35-55,0,60,N,Pass,BBB_2013B_446045
M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB_2013B_446145
F,Ireland,Lower Than A Level,70-80%,35-55,0,150,N,Fail,BBB_2013B_446856
F,South Region,HE Qualification,90-100%,35-55,1,60,Y,Pass,BBB_2013B_447759
M,London Region,HE Qualification,50-60%,35-55,0,60,N,Pass,BBB_2013B_447782
F,Scotland,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,BBB_2013B_465599
F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,BBB_2013B_466037
F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,BBB_2013B_466810
M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,BBB_2013B_466959
F,South East Region,Lower Than A Level,40-50%,0-35,1,60,N,Fail,BBB_2013B_466973
F,South West Region,HE Qualification,20-30%,0-35,1,135,N,Pass,BBB_2013B_467035
F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2013B_467292
F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,2,180,N,Fail,BBB_2013B_467756
F,East Midlands Region,A Level or Equivalent,50-60%,0-35,2,120,N,Fail,BBB_2013B_468021
F,South East Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass,BBB_2013B_468949
F,Scotland,A Level or Equivalent,0-10%,35-55,2,180,N,Pass,BBB_2013B_469683
F,West Midlands Region,HE Qualification,40-50%,0-35,0,120,N,Pass,BBB_2013B_470318
F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,BBB_2013B_470653
F,North Western Region,HE Qualification,50-60%,35-55,1,120,N,Fail,BBB_2013B_471219
F,East Anglian Region,Lower Than A Level,50-60%,35-55,1,60,N,Pass,BBB_2013B_471525
F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,BBB_2013B_472586
F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,Fail,BBB_2013B_473095
F,South East Region,Lower Than A Level,40-50%,0-35,0,180,N,Pass,BBB_2013B_473328
M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2013B_475095
F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB_2013B_475460
M,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,BBB_2013B_475688
F,North Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail,BBB_2013B_475901
M,Yorkshire Region,HE Qualification,10-20,0-35,0,60,N,Pass,BBB_2013B_476201
F,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,BBB_2013B_476369
F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB_2013B_476596
F,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,BBB_2013B_476709
F,Yorkshire Region,Lower Than A Level,10-20,0-35,1,120,Y,Pass,BBB_2013B_476710
F,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,BBB_2013B_476783
F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,120,N,Fail,BBB_2013B_476859
F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,BBB_2013B_477009
F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2013B_477011
M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2013B_477164
F,Scotland,HE Qualification,80-90%,35-55,0,120,N,Pass,BBB_2013B_477167
F,East Anglian Region,No Formal quals,40-50%,0-35,0,120,N,Pass,BBB_2013B_477734
F,South Region,Lower Than A Level,90-100%,35-55,1,180,N,Pass,BBB_2013B_478444
F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,BBB_2013B_478792
F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2013B_478873
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2013B_479060
F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2013B_479171
F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,BBB_2013B_479343
F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,BBB_2013B_479516
F,West Midlands Region,No Formal quals,0-10%,0-35,1,120,N,Fail,BBB_2013B_479519
M,South East Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,BBB_2013B_480382
M,Wales,HE Qualification,50-60%,0-35,0,180,N,Fail,BBB_2013B_480458
F,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB_2013B_480507
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2013B_480554
F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2013B_480650
F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,BBB_2013B_480815
F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2013B_481010
F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,BBB_2013B_481143
F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2013B_481580
F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass,BBB_2013B_481607
F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,BBB_2013B_482467
M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,BBB_2013B_482710
F,South Region,HE Qualification,50-60%,35-55,0,120,N,Pass,BBB_2013B_482766
F,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2013B_483064
F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,BBB_2013B_483074
F,London Region,HE Qualification,50-60%,0-35,0,60,N,Pass,BBB_2013B_483109
F,North Western Region,Lower Than A Level,20-30%,35-55,0,135,Y,Pass,BBB_2013B_483243
F,East Midlands Region,Lower Than A Level,10-20,0-35,1,120,N,Fail,BBB_2013B_483411
F,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,Fail,BBB_2013B_483479
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,BBB_2013B_483952
F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,180,N,Fail,BBB_2013B_484039
F,South West Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail,BBB_2013B_484161
F,London Region,No Formal quals,10-20,0-35,1,240,N,Pass,BBB_2013B_484768
F,North Region,Lower Than A Level,50-60%,35-55,1,180,N,Fail,BBB_2013B_484885
F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,BBB_2013B_484933
F,South Region,Lower Than A Level,70-80%,0-35,1,180,N,Pass,BBB_2013B_485399
F,South West Region,Lower Than A Level,30-40%,0-35,0,180,N,Fail,BBB_2013B_485568
F,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,BBB_2013B_485630
F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,180,N,Fail,BBB_2013B_485782
F,South Region,A Level or Equivalent,60-70%,0-35,1,180,N,Pass,BBB_2013B_486099
F,South West Region,Lower Than A Level,40-50%,0-35,1,120,Y,Fail,BBB_2013B_486282
F,Wales,Lower Than A Level,60-70%,0-35,1,120,N,Pass,BBB_2013B_486391
F,South West Region,Lower Than A Level,60-70%,0-35,1,120,N,Fail,BBB_2013B_486521
F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,1,120,N,Pass,BBB_2013B_486656
F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,180,N,Fail,BBB_2013B_487329
F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Fail,BBB_2013B_487646
F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,BBB_2013B_488185
F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Fail,BBB_2013B_488364
M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,BBB_2013B_488425
F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2013B_488863
F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,BBB_2013B_489251
F,London Region,A Level or Equivalent,40-50%,0-35,0,180,N,Fail,BBB_2013B_490152
F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2013B_490514
F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,BBB_2013B_492182
F,South Region,A Level or Equivalent,90-100%,0-35,1,120,N,Pass,BBB_2013B_492240
F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,BBB_2013B_492590
F,London Region,A Level or Equivalent,20-30%,0-35,1,120,N,Fail,BBB_2013B_492946
F,Wales,Lower Than A Level,0-10%,0-35,1,120,N,Pass,BBB_2013B_493186
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,BBB_2013B_493451
F,South West Region,Lower Than A Level,30-40%,0-35,0,135,Y,Fail,BBB_2013B_493515
M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,BBB_2013B_493773
F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,BBB_2013B_493912
F,South East Region,A Level or Equivalent,80-90%,0-35,0,135,N,Pass,BBB_2013B_493958
F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2013B_494095
F,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB_2013B_494278
F,South East Region,Lower Than A Level,0-10%,0-35,1,210,N,Fail,BBB_2013B_494304
F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB_2013B_494673
F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2013B_494786
F,London Region,A Level or Equivalent,30-40%,35-55,1,180,N,Fail,BBB_2013B_494838
F,Wales,Lower Than A Level,0-10%,35-55,1,120,Y,Fail,BBB_2013B_495674
M,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,BBB_2013B_495856
F,West Midlands Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,BBB_2013B_496041
F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2013B_496070
F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,BBB_2013B_496220
F,Scotland,A Level or Equivalent,40-50%,0-35,1,180,N,Fail,BBB_2013B_496243
F,East Midlands Region,A Level or Equivalent,60-70%,0-35,1,180,N,Fail,BBB_2013B_496674
F,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,BBB_2013B_497088
F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2013B_497280
F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,BBB_2013B_497468
F,North Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,BBB_2013B_497607
F,North Region,Lower Than A Level,20-30%,0-35,0,150,N,Pass,BBB_2013B_497793
F,West Midlands Region,HE Qualification,0-10%,35-55,0,60,N,Pass,BBB_2013B_498065
F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,BBB_2013B_498131
F,South West Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,BBB_2013B_498175
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,BBB_2013B_498296
F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2013B_498455
F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2013B_498967
F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,BBB_2013B_499027
F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Fail,BBB_2013B_499067
F,Wales,A Level or Equivalent,80-90%,35-55,1,120,N,Pass,BBB_2013B_499118
F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,BBB_2013B_499380
F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2013B_499387
F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2013B_499483
F,South West Region,A Level or Equivalent,30-40%,35-55,1,120,N,Pass,BBB_2013B_499511
F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,BBB_2013B_499891
F,North Western Region,A Level or Equivalent,30-40%,0-35,1,240,N,Fail,BBB_2013B_499931
F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2013B_500791
F,Ireland,A Level or Equivalent,,0-35,0,60,N,Pass,BBB_2013B_500815
F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2013B_500819
M,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,240,Y,Fail,BBB_2013B_500836
M,North Region,Lower Than A Level,,0-35,1,180,N,Pass,BBB_2013B_500958
F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2013B_501432
F,West Midlands Region,A Level or Equivalent,70-80%,0-35,1,120,N,Pass,BBB_2013B_501550
F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,180,N,Pass,BBB_2013B_501879
M,South West Region,Lower Than A Level,70-80%,35-55,1,120,Y,Fail,BBB_2013B_501955
F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Fail,BBB_2013B_502088
F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,BBB_2013B_502441
F,West Midlands Region,HE Qualification,10-20,0-35,0,90,N,Pass,BBB_2013B_502604
F,North Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,BBB_2013B_502694
F,Wales,No Formal quals,30-40%,0-35,0,60,N,Fail,BBB_2013B_502713
F,Wales,Lower Than A Level,80-90%,0-35,1,240,N,Pass,BBB_2013B_502717
F,North Western Region,A Level or Equivalent,20-30%,0-35,0,180,N,Fail,BBB_2013B_502872
F,Yorkshire Region,A Level or Equivalent,10-20,0-35,1,240,N,Fail,BBB_2013B_503390
F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Pass,BBB_2013B_503491
F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2013B_503509
F,Wales,Lower Than A Level,50-60%,35-55,0,120,N,Fail,BBB_2013B_504014
F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,1,180,N,Pass,BBB_2013B_504028
F,North Western Region,Lower Than A Level,30-40%,35-55,0,75,N,Pass,BBB_2013B_504102
F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,BBB_2013B_504936
F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2013B_505376
F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,BBB_2013B_505606
F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2013B_505694
F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,BBB_2013B_505871
F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,BBB_2013B_505959
F,Wales,Lower Than A Level,80-90%,0-35,1,120,N,Pass,BBB_2013B_505961
F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,BBB_2013B_506233
F,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,BBB_2013B_506360
F,South East Region,HE Qualification,90-100%,35-55,0,120,N,Pass,BBB_2013B_506753
F,London Region,A Level or Equivalent,10-20,35-55,1,120,N,Pass,BBB_2013B_507359
M,East Midlands Region,Lower Than A Level,10-20,0-35,1,120,N,Fail,BBB_2013B_507817
F,East Anglian Region,HE Qualification,30-40%,35-55,0,150,N,Pass,BBB_2013B_508452
F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2013B_508537
F,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,BBB_2013B_508662
F,London Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,BBB_2013B_508668
F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,BBB_2013B_509226
F,Scotland,Lower Than A Level,10-20,35-55,1,120,N,Fail,BBB_2013B_509737
F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2013B_509768
F,London Region,HE Qualification,10-20,0-35,0,60,N,Fail,BBB_2013B_509797
F,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,120,Y,Fail,BBB_2013B_509901
F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,BBB_2013B_509926
F,South West Region,Lower Than A Level,80-90%,0-35,0,180,N,Fail,BBB_2013B_510492
F,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2013B_510556
F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2013B_510756
F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2013B_510845
M,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2013B_511050
F,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2013B_511067
F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,BBB_2013B_511306
F,Scotland,Lower Than A Level,10-20,35-55,1,120,N,Pass,BBB_2013B_511459
F,North Western Region,Lower Than A Level,20-30%,0-35,2,120,N,Fail,BBB_2013B_511474
F,Scotland,Lower Than A Level,30-40%,35-55,0,120,N,Fail,BBB_2013B_511515
F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2013B_511524
F,South Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Fail,BBB_2013B_511527
F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2013B_511693
F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,BBB_2013B_512070
F,Wales,Lower Than A Level,0-10%,0-35,0,120,Y,Fail,BBB_2013B_512180
F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,BBB_2013B_512242
F,Ireland,Lower Than A Level,10-20,35-55,1,120,N,Fail,BBB_2013B_512468
F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,BBB_2013B_512805
F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,BBB_2013B_512911
F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,BBB_2013B_512929
F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2013B_512995
F,South West Region,Lower Than A Level,30-40%,35-55,1,180,N,Fail,BBB_2013B_513005
F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,BBB_2013B_513093
F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2013B_513315
F,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,BBB_2013B_513733
F,London Region,A Level or Equivalent,30-40%,35-55,1,120,N,Pass,BBB_2013B_513757
M,Wales,Lower Than A Level,50-60%,35-55,0,120,N,Pass,BBB_2013B_514140
F,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,120,N,Fail,BBB_2013B_514981
F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,N,Pass,BBB_2013B_514987
F,South Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2013B_515035
F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,BBB_2013B_515105
F,Wales,Lower Than A Level,90-100%,0-35,1,120,N,Fail,BBB_2013B_515130
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,1,120,Y,Pass,BBB_2013B_515311
F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2013B_515474
F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,BBB_2013B_515497
F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2013B_515959
F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,BBB_2013B_516057
M,London Region,Lower Than A Level,0-10%,35-55,1,195,N,Pass,BBB_2013B_516432
F,South West Region,A Level or Equivalent,40-50%,0-35,0,150,N,Pass,BBB_2013B_516456
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2013B_516475
F,South West Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,BBB_2013B_516495
F,Wales,HE Qualification,70-80%,35-55,0,60,N,Pass,BBB_2013B_516529
F,East Anglian Region,Lower Than A Level,20-30%,35-55,1,120,N,Fail,BBB_2013B_516776
F,Scotland,Lower Than A Level,60-70%,0-35,1,120,N,Pass,BBB_2013B_516841
F,West Midlands Region,No Formal quals,10-20,0-35,1,120,N,Pass,BBB_2013B_517043
M,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,BBB_2013B_517175
F,Ireland,Lower Than A Level,30-40%,0-35,0,90,N,Pass,BBB_2013B_517474
F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,BBB_2013B_517617
F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2013B_517778
F,West Midlands Region,Lower Than A Level,10-20,35-55,1,120,N,Fail,BBB_2013B_517853
F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2013B_517890
F,South East Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,BBB_2013B_518189
M,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,BBB_2013B_518469
F,Wales,Lower Than A Level,50-60%,0-35,0,150,N,Pass,BBB_2013B_518876
F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,Y,Pass,BBB_2013B_518879
F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,BBB_2013B_518904
M,North Western Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass,BBB_2013B_518970
F,Wales,Lower Than A Level,50-60%,0-35,1,120,N,Fail,BBB_2013B_519012
F,Wales,A Level or Equivalent,80-90%,0-35,1,120,N,Pass,BBB_2013B_519222
F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,BBB_2013B_519387
F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,BBB_2013B_519602
F,Wales,Lower Than A Level,70-80%,35-55,1,120,N,Pass,BBB_2013B_519800
M,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2013B_520836
M,South Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,BBB_2013B_521069
F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,90,Y,Fail,BBB_2013B_521081
F,Ireland,Lower Than A Level,70-80%,0-35,0,120,N,Pass,BBB_2013B_521096
F,Ireland,Lower Than A Level,0-10%,0-35,1,120,N,Pass,BBB_2013B_521394
F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2013B_521430
M,Wales,Lower Than A Level,10-20,0-35,1,120,N,Fail,BBB_2013B_521496
F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,BBB_2013B_521764
F,South West Region,Lower Than A Level,70-80%,0-35,1,120,Y,Fail,BBB_2013B_521903
F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2013B_522090
F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,BBB_2013B_522249
F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,BBB_2013B_522302
F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,BBB_2013B_522373
F,Wales,Lower Than A Level,0-10%,0-35,1,120,Y,Fail,BBB_2013B_522383
F,Wales,Lower Than A Level,30-40%,0-35,1,120,N,Fail,BBB_2013B_522512
F,Scotland,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,BBB_2013B_523012
F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,75,N,Fail,BBB_2013B_523596
F,South Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,BBB_2013B_523630
M,Wales,Lower Than A Level,10-20,35-55,0,90,N,Pass,BBB_2013B_523672
F,Wales,A Level or Equivalent,20-30%,0-35,0,150,N,Pass,BBB_2013B_523966
F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,BBB_2013B_524171
F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2013B_524452
M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2013B_524598
F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,Y,Pass,BBB_2013B_525501
F,North Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,BBB_2013B_525520
F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,BBB_2013B_525679
